Ensembl Protein ID	Ensembl Gene ID	HGNC symbol
ENSP00000374799	ENSG00000211619	IGKV2-40
ENSP00000374800	ENSG00000239975	IGKV1D-33
ENSP00000374803	ENSG00000211623	IGKV2D-26
ENSP00000374805	ENSG00000211625	IGKV3D-20
ENSP00000374806	ENSG00000211626	IGKV6D-41
ENSP00000374810	ENSG00000211630	IGKV1D-13
ENSP00000374811	ENSG00000240834	IGKV1D-12
ENSP00000374812	ENSG00000211632	IGKV3D-11
ENSP00000374813	ENSG00000211633	IGKV1D-42
ENSP00000374817	ENSG00000211637	IGLV4-69
ENSP00000374818	ENSG00000211638	IGLV8-61
ENSP00000374819	ENSG00000211639	IGLV4-60
ENSP00000374820	ENSG00000211640	IGLV6-57
ENSP00000374821	ENSG00000211641	IGLV11-55
ENSP00000374822	ENSG00000211642	IGLV10-54
ENSP00000374824	ENSG00000211643	IGLV5-52
ENSP00000374825	ENSG00000211644	IGLV1-51
ENSP00000374826	ENSG00000211645	IGLV1-50
ENSP00000374828	ENSG00000211647	IGLV5-48
ENSP00000374829	ENSG00000211648	IGLV1-47
ENSP00000374830	ENSG00000211649	IGLV7-46
ENSP00000374831	ENSG00000211650	IGLV5-45
ENSP00000374832	ENSG00000211651	IGLV1-44
ENSP00000374833	ENSG00000211652	IGLV7-43
ENSP00000374834	ENSG00000211653	IGLV1-40
ENSP00000374835	ENSG00000211654	IGLV5-37
ENSP00000374836	ENSG00000211655	IGLV1-36
ENSP00000374837	ENSG00000211656	IGLV2-33
ENSP00000374838	ENSG00000211657	IGLV3-32
ENSP00000374839	ENSG00000211658	IGLV3-27
ENSP00000374840	ENSG00000211659	IGLV3-25
ENSP00000374841	ENSG00000211660	IGLV2-23
ENSP00000374842	ENSG00000211661	IGLV3-22
ENSP00000374843	ENSG00000211662	IGLV3-21
ENSP00000374844	ENSG00000211663	IGLV3-19
ENSP00000374845	ENSG00000211664	IGLV2-18
ENSP00000374846	ENSG00000211665	IGLV3-16
ENSP00000374847	ENSG00000211666	IGLV2-14
ENSP00000374848	ENSG00000211667	IGLV3-12
ENSP00000374849	ENSG00000211668	IGLV2-11
ENSP00000374850	ENSG00000211669	IGLV3-10
ENSP00000374851	ENSG00000211670	IGLV3-9
ENSP00000374852	ENSG00000211671	IGLV2-8
ENSP00000374853	ENSG00000211672	IGLV4-3
ENSP00000374854	ENSG00000211673	IGLV3-1
ENSP00000374855	ENSG00000211675	IGLC1
ENSP00000374856	ENSG00000211677	IGLC2
ENSP00000374857	ENSG00000211679	IGLC3
ENSP00000374859	ENSG00000211685	IGLC7
ENSP00000374863	ENSG00000211693	TRGV11
ENSP00000374864	ENSG00000211694	TRGV10
ENSP00000374866	ENSG00000211696	TRGV8
ENSP00000374867	ENSG00000211697	TRGV5
ENSP00000374868	ENSG00000211698	TRGV4
ENSP00000374869	ENSG00000211699	TRGV3
ENSP00000374871	ENSG00000211701	TRGV1
ENSP00000374876	ENSG00000211706	TRBV6-1
ENSP00000374880	ENSG00000211710	TRBV4-1
ENSP00000374882	ENSG00000229200	TRBV7-8
ENSP00000374883	ENSG00000211713	TRBV6-4
ENSP00000374884	ENSG00000211714	TRBV7-3
ENSP00000374885	ENSG00000211715	TRBV5-3
ENSP00000374886	ENSG00000211716	TRBV9
ENSP00000374887	ENSG00000211717	TRBV10-1
ENSP00000374890	ENSG00000211720	TRBV11-1
ENSP00000374891	ENSG00000211721	TRBV6-5
ENSP00000374892	ENSG00000253409	TRBV7-4
ENSP00000374894	ENSG00000211724	TRBV6-6
ENSP00000374895	ENSG00000211725	TRBV5-5
ENSP00000374896	ENSG00000253188	TRBV6-7
ENSP00000374897	ENSG00000211727	TRBV7-6
ENSP00000374898	ENSG00000211728	TRBV5-6
ENSP00000374899	ENSG00000253534	TRBV6-8
ENSP00000374900	ENSG00000253291	TRBV7-7
ENSP00000374901	ENSG00000211731	TRBV5-7
ENSP00000374902	ENSG00000211732	TRBV6-9
ENSP00000374904	ENSG00000211734	TRBV5-1
ENSP00000374910	ENSG00000237702	TRBV3-1
ENSP00000374912	ENSG00000229063	TRBV23OR9-2
ENSP00000374915	ENSG00000211745	TRBV4-2
ENSP00000374916	ENSG00000211746	TRBV19
ENSP00000374917	ENSG00000211747	TRBV20-1
ENSP00000374919	ENSG00000211749	TRBV23-1
ENSP00000374920	ENSG00000211750	TRBV24-1
ENSP00000374921	ENSG00000211751	TRBV25-1
ENSP00000374922	ENSG00000211752	TRBV27
ENSP00000374923	ENSG00000211753	TRBV28
ENSP00000374981	ENSG00000211890	IGHA2
ENSP00000374983	ENSG00000211891	IGHE
ENSP00000374985	ENSG00000211892	IGHG4
ENSP00000374987	ENSG00000211893	IGHG2
ENSP00000374989	ENSG00000211895	IGHA1
ENSP00000374990	ENSG00000211896	IGHG1
ENSP00000374998	ENSG00000211898	IGHD
ENSP00000375002	ENSG00000211933	IGHV6-1
ENSP00000375003	ENSG00000211934	IGHV1-2
ENSP00000375004	ENSG00000211935	IGHV1-3
ENSP00000375005	ENSG00000211936	IGHV4-4
ENSP00000375006	ENSG00000211937	IGHV2-5
ENSP00000375007	ENSG00000211938	IGHV3-7
ENSP00000375008	ENSG00000211939	IGHV1-8
ENSP00000375009	ENSG00000211940	IGHV3-9
ENSP00000375010	ENSG00000211941	IGHV3-11
ENSP00000375011	ENSG00000211942	IGHV3-13
ENSP00000375012	ENSG00000211943	IGHV3-15
ENSP00000375013	ENSG00000211944	IGHV3-16
ENSP00000375014	ENSG00000211945	IGHV1-18
ENSP00000375015	ENSG00000211946	IGHV3-20
ENSP00000375016	ENSG00000211947	IGHV3-21
ENSP00000375018	ENSG00000211949	IGHV3-23
ENSP00000375019	ENSG00000211950	IGHV1-24
ENSP00000375020	ENSG00000211951	IGHV2-26
ENSP00000375021	ENSG00000211952	IGHV4-28
ENSP00000375022	ENSG00000211953	IGHV3-30
ENSP00000375024	ENSG00000211955	IGHV3-33
ENSP00000375025	ENSG00000211956	IGHV4-34
ENSP00000375026	ENSG00000211957	IGHV3-35
ENSP00000375027	ENSG00000211958	IGHV3-38
ENSP00000375028	ENSG00000211959	IGHV4-39
ENSP00000375030	ENSG00000211961	IGHV1-45
ENSP00000375031	ENSG00000211962	IGHV1-46
ENSP00000375033	ENSG00000211964	IGHV3-48
ENSP00000375034	ENSG00000211965	IGHV3-49
ENSP00000375035	ENSG00000211966	IGHV5-51
ENSP00000375036	ENSG00000211967	IGHV3-53
ENSP00000375037	ENSG00000211968	IGHV1-58
ENSP00000375039	ENSG00000211970	IGHV4-61
ENSP00000375041	ENSG00000211972	IGHV3-66
ENSP00000375042	ENSG00000211973	IGHV1-69
ENSP00000375043	ENSG00000211974	IGHV2-70
ENSP00000375045	ENSG00000211976	IGHV3-73
ENSP00000375048	ENSG00000211979	IGHV7-81
ENSP00000375053	ENSG00000187713	TMEM203
ENSP00000375057	ENSG00000188042	ARL4C
ENSP00000375063	ENSG00000171487	NLRP5
ENSP00000375066	ENSG00000182782	HCAR2
ENSP00000375067	ENSG00000141376	BCAS3
ENSP00000375069	ENSG00000050767	COL23A1
ENSP00000375073	ENSG00000176396	EID2
ENSP00000375076	ENSG00000171396	KRTAP4-4
ENSP00000375080	ENSG00000167393	PPP2R3B
ENSP00000375081	ENSG00000212122	TSSK1B
ENSP00000375082	ENSG00000136122	BORA
ENSP00000375086	ENSG00000131142	CCL25
ENSP00000375087	ENSG00000213865	C8orf44
ENSP00000375091	ENSG00000212124	TAS2R19
ENSP00000375093	ENSG00000256436	TAS2R31
ENSP00000375095	ENSG00000212128	TAS2R13
ENSP00000375097	ENSG00000100241	SBF1
ENSP00000375107	ENSG00000186925	KRTAP19-6
ENSP00000375108	ENSG00000184351	KRTAP19-1
ENSP00000375109	ENSG00000240432	KRTAP13-3
ENSP00000375133	ENSG00000212643	ZRSR1
ENSP00000375147	ENSG00000212657	KRTAP16-1
ENSP00000375148	ENSG00000212658	KRTAP29-1
ENSP00000375149	ENSG00000180386	KRTAP9-7
ENSP00000375150	ENSG00000212659	KRTAP9-6
ENSP00000375151	ENSG00000196156	KRTAP4-3
ENSP00000375174	ENSG00000212670	
ENSP00000375181	ENSG00000212673	
ENSP00000375220	ENSG00000212710	CTAGE1
ENSP00000375222	ENSG00000212712	
ENSP00000375229	ENSG00000212717	DEFB117
ENSP00000375232	ENSG00000212721	KRTAP4-11
ENSP00000375234	ENSG00000212722	KRTAP4-9
ENSP00000375236	ENSG00000240871	KRTAP4-7
ENSP00000375237	ENSG00000212724	KRTAP2-3
ENSP00000375238	ENSG00000212725	KRTAP2-1
ENSP00000375247	ENSG00000212734	C17orf100
ENSP00000375248	ENSG00000205899	BHLHA9
ENSP00000375259	ENSG00000212743	
ENSP00000375267	ENSG00000203950	FAM127B
ENSP00000375268	ENSG00000212747	FAM127C
ENSP00000375288	ENSG00000212768	
ENSP00000375311	ENSG00000184682	C11orf89
ENSP00000375334	ENSG00000212807	OR2A42
ENSP00000375387	ENSG00000212857	
ENSP00000375391	ENSG00000224501	HSPA1B
ENSP00000375392	ENSG00000235360	C6orf47
ENSP00000375393	ENSG00000204689	OR10C1
ENSP00000375397	ENSG00000212864	RNF208
ENSP00000375399	ENSG00000212866	HSPA1B
ENSP00000375400	ENSG00000203623	C6orf47
ENSP00000375413	ENSG00000212884	
ENSP00000375416	ENSG00000236575	
ENSP00000375428	ENSG00000212899	KRTAP3-3
ENSP00000375429	ENSG00000212900	KRTAP3-2
ENSP00000375430	ENSG00000212901	KRTAP3-1
ENSP00000375470	ENSG00000212928	
ENSP00000375475	ENSG00000187175	KRTAP12-1
ENSP00000375476	ENSG00000212933	KRTAP12-4
ENSP00000375478	ENSG00000212935	KRTAP10-3
ENSP00000375479	ENSG00000205445	KRTAP10-2
ENSP00000375482	ENSG00000212938	KRTAP6-3
ENSP00000375533	ENSG00000225373	
ENSP00000375557	ENSG00000212993	POU5F1B
ENSP00000375561	ENSG00000212997	
ENSP00000375562	ENSG00000212998	
ENSP00000375563	ENSG00000212999	
ENSP00000375566	ENSG00000213002	
ENSP00000375582	ENSG00000178935	ZNF552
ENSP00000375598	ENSG00000197483	ZNF628
ENSP00000375600	ENSG00000167646	C19orf51
ENSP00000375608	ENSG00000167633	KIR3DL1
ENSP00000375622	ENSG00000167613	LAIR1
ENSP00000375629	ENSG00000131042	LILRB2
ENSP00000375682	ENSG00000129455	KLK8
ENSP00000375705	ENSG00000153207	AHCTF1
ENSP00000375717	ENSG00000104960	PTOV1
ENSP00000375730	ENSG00000142541	RPL13A
ENSP00000375736	ENSG00000196890	HIST3H2BB
ENSP00000375748	ENSG00000176920	FUT2
ENSP00000375777	ENSG00000090372	STRN4
ENSP00000375783	ENSG00000197380	DACT3
ENSP00000375809	ENSG00000104884	ERCC2
ENSP00000375810	ENSG00000104892	KLC3
ENSP00000375820	ENSG00000159915	ZNF233
ENSP00000375822	ENSG00000159885	ZNF222
ENSP00000375829	ENSG00000159166	LAD1
ENSP00000375844	ENSG00000142330	CAPN10
ENSP00000375855	ENSG00000116703	PDC
ENSP00000375857	ENSG00000124831	LRRFIP1
ENSP00000375859	ENSG00000142046	TMEM91
ENSP00000375863	ENSG00000105323	HNRNPUL1
ENSP00000375872	ENSG00000085978	ATG16L1
ENSP00000375881	ENSG00000163283	ALPP
ENSP00000375889	ENSG00000160392	C19orf47
ENSP00000375892	ENSG00000105221	AKT2
ENSP00000375893	ENSG00000135898	GPR55
ENSP00000375899	ENSG00000079263	SP140
ENSP00000375907	ENSG00000153823	PID1
ENSP00000375909	ENSG00000153820	SPHKAP
ENSP00000375921	ENSG00000135903	PAX3
ENSP00000375928	ENSG00000117523	PRRC2C
ENSP00000375986	ENSG00000085511	MAP3K4
ENSP00000376010	ENSG00000186017	ZNF566
ENSP00000376024	ENSG00000130340	SNX9
ENSP00000376061	ENSG00000227392	
ENSP00000376076	ENSG00000116030	SUMO1
ENSP00000376097	ENSG00000105176	C19orf2
ENSP00000376103	ENSG00000131943	C19orf12
ENSP00000376110	ENSG00000196268	ZNF493
ENSP00000376118	ENSG00000188171	ZNF626
ENSP00000376127	ENSG00000129933	MAU2
ENSP00000376135	ENSG00000196458	ZNF605
ENSP00000376139	ENSG00000141580	WDR45L
ENSP00000376150	ENSG00000141526	SLC16A3
ENSP00000376177	ENSG00000064989	CALCRL
ENSP00000376188	ENSG00000006016	CRLF1
ENSP00000376204	ENSG00000116539	ASH1L
ENSP00000376213	ENSG00000130518	KIAA1683
ENSP00000376246	ENSG00000180611	MB21D2
ENSP00000376250	ENSG00000152492	CCDC50
ENSP00000376261	ENSG00000213132	
ENSP00000376268	ENSG00000129657	SEC14L1
ENSP00000376307	ENSG00000185347	C14orf80
ENSP00000376309	ENSG00000170144	HNRNPA3
ENSP00000376317	ENSG00000135090	TAOK3
ENSP00000376322	ENSG00000128714	HOXD13
ENSP00000376328	ENSG00000088992	TESC
ENSP00000376333	ENSG00000073350	LLGL2
ENSP00000376350	ENSG00000186815	TPCN1
ENSP00000376372	ENSG00000166428	PLD4
ENSP00000376384	ENSG00000197177	GPR123
ENSP00000376389	ENSG00000172794	RAB37
ENSP00000376410	ENSG00000203485	INF2
ENSP00000376417	ENSG00000118690	ARMC2
ENSP00000376421	ENSG00000069188	SDK2
ENSP00000376423	ENSG00000241794	SPRR2A
ENSP00000376436	ENSG00000134954	ETS1
ENSP00000376440	ENSG00000151164	RAD9B
ENSP00000376445	ENSG00000150455	TIRAP
ENSP00000376465	ENSG00000115339	GALNT3
ENSP00000376472	ENSG00000134910	STT3A
ENSP00000376504	ENSG00000110002	VWA5A
ENSP00000376519	ENSG00000169064	ZBBX
ENSP00000376522	ENSG00000154240	CEP112
ENSP00000376534	ENSG00000123636	BAZ2B
ENSP00000376544	ENSG00000007312	CD79B
ENSP00000376553	ENSG00000183160	TMEM119
ENSP00000376570	ENSG00000144278	GALNT13
ENSP00000376583	ENSG00000111785	RIC8B
ENSP00000376585	ENSG00000111783	RFX4
ENSP00000376609	ENSG00000198873	GRK5
ENSP00000376611	ENSG00000139372	TDG
ENSP00000376615	ENSG00000111696	NT5DC3
ENSP00000376623	ENSG00000213218	CSH2
ENSP00000376633	ENSG00000213215	OR2F1
ENSP00000376652	ENSG00000196405	EVL
ENSP00000376684	ENSG00000106123	EPHB6
ENSP00000376705	ENSG00000151572	ANO4
ENSP00000376758	ENSG00000141378	PTRH2
ENSP00000376765	ENSG00000131788	PIAS3
ENSP00000376767	ENSG00000150776	C11orf57
ENSP00000376776	ENSG00000123454	DBH
ENSP00000376792	ENSG00000151532	VTI1A
ENSP00000376794	ENSG00000168917	TMEM22
ENSP00000376799	ENSG00000166323	C11orf65
ENSP00000376822	ENSG00000115107	STEAP3
ENSP00000376823	ENSG00000122783	C7orf49
ENSP00000376827	ENSG00000011143	MKS1
ENSP00000376848	ENSG00000175785	PRIMA1
ENSP00000376849	ENSG00000137757	CASP5
ENSP00000376865	ENSG00000170962	PDGFD
ENSP00000376871	ENSG00000144134	RABL2A
ENSP00000376886	ENSG00000011052	NME2
ENSP00000376899	ENSG00000134247	PTGFRN
ENSP00000376903	ENSG00000172530	BANP
ENSP00000376910	ENSG00000133640	LRRIQ1
ENSP00000376921	ENSG00000196358	NTNG2
ENSP00000376937	ENSG00000153789	FAM92B
ENSP00000376945	ENSG00000132004	FBXW9
ENSP00000376946	ENSG00000179941	BBS10
ENSP00000376966	ENSG00000166006	KCNC2
ENSP00000376973	ENSG00000240682	ISY1
ENSP00000376992	ENSG00000188761	BCL2L15
ENSP00000377007	ENSG00000166451	CENPN
ENSP00000377040	ENSG00000008311	AASS
ENSP00000377047	ENSG00000106278	PTPRZ1
ENSP00000377055	ENSG00000137509	PRCP
ENSP00000377083	ENSG00000144908	ALDH1L1
ENSP00000377086	ENSG00000170500	LONRF2
ENSP00000377094	ENSG00000176783	RUFY1
ENSP00000377112	ENSG00000221955	SLC12A8
ENSP00000377141	ENSG00000137486	ARRB1
ENSP00000377148	ENSG00000166747	AP1G1
ENSP00000377170	ENSG00000213337	ANKRD39
ENSP00000377176	ENSG00000042317	SPATA7
ENSP00000377192	ENSG00000160211	G6PD
ENSP00000377197	ENSG00000157423	HYDIN
ENSP00000377204	ENSG00000198055	GRK6
ENSP00000377218	ENSG00000168310	IRF2
ENSP00000377225	ENSG00000071859	FAM50A
ENSP00000377233	ENSG00000186635	ARAP1
ENSP00000377252	ENSG00000061987	MON2
ENSP00000377262	ENSG00000135250	SRPK2
ENSP00000377265	ENSG00000008196	TFAP2B
ENSP00000377280	ENSG00000164117	FBXO8
ENSP00000377303	ENSG00000102032	RENBP
ENSP00000377311	ENSG00000167807	FDX1L
ENSP00000377344	ENSG00000137628	DDX60
ENSP00000377369	ENSG00000100565	C14orf166B
ENSP00000377370	ENSG00000144847	IGSF11
ENSP00000377372	ENSG00000172020	GAP43
ENSP00000377374	ENSG00000113719	ERGIC1
ENSP00000377380	ENSG00000123329	ARHGAP9
ENSP00000377381	ENSG00000168246	UBTD2
ENSP00000377384	ENSG00000131470	PSMC3IP
ENSP00000377385	ENSG00000243207	PPAN-P2RY11
ENSP00000377396	ENSG00000164125	FAM198B
ENSP00000377401	ENSG00000157593	SLC35B2
ENSP00000377411	ENSG00000185633	NDUFA4L2
ENSP00000377446	ENSG00000163541	SUCLG1
ENSP00000377470	ENSG00000173786	CNP
ENSP00000377486	ENSG00000115364	MRPL19
ENSP00000377492	ENSG00000072571	HMMR
ENSP00000377496	ENSG00000102977	ACD
ENSP00000377502	ENSG00000144824	PHLDB2
ENSP00000377520	ENSG00000173227	SYT12
ENSP00000377523	ENSG00000144045	DQX1
ENSP00000377527	ENSG00000173599	PC
ENSP00000377545	ENSG00000145861	C1QTNF2
ENSP00000377547	ENSG00000135083	CCNJL
ENSP00000377549	ENSG00000170231	FABP6
ENSP00000377558	ENSG00000197079	KRT35
ENSP00000377566	ENSG00000102890	ELMO3
ENSP00000377577	ENSG00000119636	C14orf45
ENSP00000377582	ENSG00000213416	KRTAP4-12
ENSP00000377583	ENSG00000213417	KRTAP2-4
ENSP00000377616	ENSG00000213424	KRT222
ENSP00000377617	ENSG00000065911	MTHFD2
ENSP00000377640	ENSG00000114391	RPL24
ENSP00000377655	ENSG00000138468	SENP7
ENSP00000377665	ENSG00000165219	GAPVD1
ENSP00000377696	ENSG00000114021	NIT2
ENSP00000377717	ENSG00000064225	ST3GAL6
ENSP00000377747	ENSG00000173575	CHD2
ENSP00000377769	ENSG00000169379	ARL13B
ENSP00000377770	ENSG00000109390	NDUFC1
ENSP00000377778	ENSG00000141741	MIEN1
ENSP00000377783	ENSG00000184500	PROS1
ENSP00000377793	ENSG00000198901	PRC1
ENSP00000377796	ENSG00000170439	METTL7B
ENSP00000377799	ENSG00000179626	OR6C4
ENSP00000377823	ENSG00000103034	NDRG4
ENSP00000377833	ENSG00000196975	ANXA4
ENSP00000377840	ENSG00000067191	CACNB1
ENSP00000377854	ENSG00000106852	LHX6
ENSP00000377862	ENSG00000196159	FAT4
ENSP00000377865	ENSG00000125691	RPL23
ENSP00000377867	ENSG00000134602	
ENSP00000377878	ENSG00000135390	ATP5G2
ENSP00000377892	ENSG00000100650	SRSF5
ENSP00000377914	ENSG00000005194	CIAPIN1
ENSP00000377934	ENSG00000166813	KIF7
ENSP00000377941	ENSG00000072110	ACTN1
ENSP00000377942	ENSG00000159579	RSPRY1
ENSP00000377944	ENSG00000156697	UTP14A
ENSP00000377954	ENSG00000133706	LARS
ENSP00000377958	ENSG00000115484	CCT4
ENSP00000377969	ENSG00000125651	GTF2F1
ENSP00000377978	ENSG00000197262	CCL4L2
ENSP00000377980	ENSG00000188175	HEPACAM2
ENSP00000377995	ENSG00000187193	MT1X
ENSP00000378033	ENSG00000182450	KCNK4
ENSP00000378077	ENSG00000081853	PCDHGA2
ENSP00000378089	ENSG00000197696	NMB
ENSP00000378090	ENSG00000185379	RAD51D
ENSP00000378116	ENSG00000133317	LGALS12
ENSP00000378130	ENSG00000205403	CFI
ENSP00000378132	ENSG00000176842	IRX5
ENSP00000378145	ENSG00000005059	CCDC109B
ENSP00000378160	ENSG00000109475	RPL34
ENSP00000378161	ENSG00000170634	ACYP2
ENSP00000378165	ENSG00000010244	ZNF207
ENSP00000378166	ENSG00000113119	TMCO6
ENSP00000378167	ENSG00000180376	CCDC66
ENSP00000378180	ENSG00000166164	BRD7
ENSP00000378191	ENSG00000164022	AIMP1
ENSP00000378195	ENSG00000119737	GPR75
ENSP00000378201	ENSG00000126804	ZBTB1
ENSP00000378254	ENSG00000149499	EML3
ENSP00000378286	ENSG00000185670	ZBTB3
ENSP00000378288	ENSG00000140795	MYLK3
ENSP00000378289	ENSG00000166317	SYNPO2L
ENSP00000378292	ENSG00000167767	KRT80
ENSP00000378295	ENSG00000149503	INCENP
ENSP00000378306	ENSG00000107758	PPP3CB
ENSP00000378312	ENSG00000176927	EFCAB5
ENSP00000378323	ENSG00000138814	PPP3CA
ENSP00000378324	ENSG00000140403	DNAJA4
ENSP00000378326	ENSG00000188372	ZP3
ENSP00000378328	ENSG00000198720	ANKRD13B
ENSP00000378332	ENSG00000140682	TGFB1I1
ENSP00000378338	ENSG00000108262	GIT1
ENSP00000378349	ENSG00000117906	RCN2
ENSP00000378350	ENSG00000094880	CDC23
ENSP00000378356	ENSG00000112984	KIF20A
ENSP00000378359	ENSG00000172955	ADH6
ENSP00000378367	ENSG00000169752	NRG4
ENSP00000378368	ENSG00000132589	FLOT2
ENSP00000378394	ENSG00000197746	PSAP
ENSP00000378400	ENSG00000050405	LIMA1
ENSP00000378408	ENSG00000167701	GPT
ENSP00000378409	ENSG00000107738	C10orf54
ENSP00000378414	ENSG00000066117	SMARCD1
ENSP00000378418	ENSG00000217236	SP9
ENSP00000378426	ENSG00000167397	VKORC1
ENSP00000378430	ENSG00000223551	TMSL4
ENSP00000378441	ENSG00000186577	C6orf1
ENSP00000378451	ENSG00000043143	PHF15
ENSP00000378461	ENSG00000090097	PCBP4
ENSP00000378464	ENSG00000213578	CPLX3
ENSP00000378492	ENSG00000164082	GRM2
ENSP00000378503	ENSG00000213588	ZBTB9
ENSP00000378504	ENSG00000147206	NXF3
ENSP00000378516	ENSG00000172772	OR10W1
ENSP00000378517	ENSG00000118785	SPP1
ENSP00000378529	ENSG00000105325	FZR1
ENSP00000378546	ENSG00000112493	TAPBP
ENSP00000378577	ENSG00000165215	CLDN3
ENSP00000378605	ENSG00000176410	DNAJC30
ENSP00000378624	ENSG00000148634	HERC4
ENSP00000378635	ENSG00000102385	DRP2
ENSP00000378641	ENSG00000187812	
ENSP00000378690	ENSG00000183166	CALN1
ENSP00000378712	ENSG00000099840	IZUMO4
ENSP00000378723	ENSG00000242092	HLA-DMB
ENSP00000378733	ENSG00000213626	LBH
ENSP00000378735	ENSG00000116675	DNAJC6
ENSP00000378736	ENSG00000241258	CRCP
ENSP00000378782	ENSG00000103485	QPRT
ENSP00000378786	ENSG00000204287	HLA-DRA
ENSP00000378788	ENSG00000129292	PHF20L1
ENSP00000378792	ENSG00000175787	ZNF169
ENSP00000378812	ENSG00000106153	CHCHD2
ENSP00000378851	ENSG00000168175	MAPK1IP1L
ENSP00000378856	ENSG00000168961	LGALS9
ENSP00000378857	ENSG00000178252	WDR6
ENSP00000378887	ENSG00000109016	DHRS7B
ENSP00000378890	ENSG00000131979	GCH1
ENSP00000378897	ENSG00000188611	ASAH2
ENSP00000378920	ENSG00000225697	SLC26A6
ENSP00000378958	ENSG00000079974	RABL2B
ENSP00000378965	ENSG00000172164	SNTB1
ENSP00000379003	ENSG00000176046	NUPR1
ENSP00000379008	ENSG00000154025	SLC5A10
ENSP00000379026	ENSG00000171931	FBXW10
ENSP00000379030	ENSG00000108448	TRIM16L
ENSP00000379034	ENSG00000130487	KLHDC7B
ENSP00000379042	ENSG00000197930	ERO1L
ENSP00000379051	ENSG00000146676	PURB
ENSP00000379057	ENSG00000177427	SMCR7
ENSP00000379065	ENSG00000104447	TRPS1
ENSP00000379080	ENSG00000220575	
ENSP00000379086	ENSG00000128165	ADM2
ENSP00000379093	ENSG00000100239	PPP6R2
ENSP00000379108	ENSG00000163738	MTHFD2L
ENSP00000379110	ENSG00000163739	CXCL1
ENSP00000379144	ENSG00000090905	TNRC6A
ENSP00000379154	ENSG00000198915	RASGEF1A
ENSP00000379156	ENSG00000133030	MPRIP
ENSP00000379158	ENSG00000153113	CAST
ENSP00000379168	ENSG00000141040	ZNF287
ENSP00000379183	ENSG00000073150	PANX2
ENSP00000379201	ENSG00000100483	METTL21D
ENSP00000379203	ENSG00000155097	ATP6V1C1
ENSP00000379204	ENSG00000101144	BMP7
ENSP00000379208	ENSG00000198105	ZNF248
ENSP00000379213	ENSG00000087494	PTHLH
ENSP00000379217	ENSG00000103353	UBFD1
ENSP00000379228	ENSG00000002746	HECW1
ENSP00000379231	ENSG00000187607	ZNF286A
ENSP00000379242	ENSG00000251537	
ENSP00000379279	ENSG00000170946	DNAJC24
ENSP00000379282	ENSG00000204427	ABHD16A
ENSP00000379290	ENSG00000064787	BCAS1
ENSP00000379294	ENSG00000113391	FAM172A
ENSP00000379310	ENSG00000118307	CASC1
ENSP00000379326	ENSG00000148942	SLC5A12
ENSP00000379330	ENSG00000101096	NFATC2
ENSP00000379339	ENSG00000213741	RPS29
ENSP00000379353	ENSG00000111728	ST8SIA1
ENSP00000379363	ENSG00000186446	ZNF501
ENSP00000379364	ENSG00000114978	MOB1A
ENSP00000379368	ENSG00000169981	ZNF35
ENSP00000379369	ENSG00000171956	FOXB1
ENSP00000379372	ENSG00000140307	GTF2A2
ENSP00000379383	ENSG00000132464	ENAM
ENSP00000379394	ENSG00000166833	NAV2
ENSP00000379401	ENSG00000109205	ODAM
ENSP00000379430	ENSG00000156170	C8orf38
ENSP00000379434	ENSG00000179454	KLHL28
ENSP00000379441	ENSG00000152409	JMY
ENSP00000379451	ENSG00000196724	ZNF418
ENSP00000379457	ENSG00000185104	FAF1
ENSP00000379458	ENSG00000083828	ZNF586
ENSP00000379464	ENSG00000213762	ZNF134
ENSP00000379475	ENSG00000198563	DDX39B
ENSP00000379482	ENSG00000188785	ZNF548
ENSP00000379485	ENSG00000154678	PDE1C
ENSP00000379500	ENSG00000151116	UEVLD
ENSP00000379531	ENSG00000103534	TMC5
ENSP00000379566	ENSG00000204536	CCHCR1
ENSP00000379568	ENSG00000107897	ACBD5
ENSP00000379607	ENSG00000162456	KNCN
ENSP00000379612	ENSG00000106052	TAX1BP1
ENSP00000379616	ENSG00000133392	MYH11
ENSP00000379625	ENSG00000172936	MYD88
ENSP00000379638	ENSG00000111261	MANSC1
ENSP00000379651	ENSG00000244482	LILRA6
ENSP00000379654	ENSG00000166783	KIAA0430
ENSP00000379669	ENSG00000156968	MPV17L
ENSP00000379678	ENSG00000154330	PGM5
ENSP00000379680	ENSG00000198951	NAGA
ENSP00000379684	ENSG00000198346	ZNF813
ENSP00000379689	ENSG00000196417	ZNF765
ENSP00000379701	ENSG00000164749	HNF4G
ENSP00000379702	ENSG00000197497	ZNF665
ENSP00000379704	ENSG00000100167	SEPT3
ENSP00000379709	ENSG00000107863	ARHGAP21
ENSP00000379712	ENSG00000124313	IQSEC2
ENSP00000379747	ENSG00000213828	
ENSP00000379760	ENSG00000171490	RSL1D1
ENSP00000379766	ENSG00000156958	GALK2
ENSP00000379823	ENSG00000169031	COL4A3
ENSP00000379836	ENSG00000145740	SLC30A5
ENSP00000379839	ENSG00000159921	GNE
ENSP00000379847	ENSG00000166478	ZNF143
ENSP00000379865	ENSG00000147576	ADHFE1
ENSP00000379866	ENSG00000081052	COL4A4
ENSP00000379888	ENSG00000142937	RPS8
ENSP00000379891	ENSG00000152056	AP1S3
ENSP00000379895	ENSG00000171766	GATM
